Edad,Genero,Peso (kg),Altura (m),Maximo_LATIDOS_POR_MINUTO,Promedio_LATIDOS_POR_MINUTO,Reposo_LATIDOS_POR_MINUTO,Duracion_Sesion (horas),Calorias_Quemadas,Tipo_Entrenamiento,Porcentaje_Grasa,Agua (litros),Frecuencia (dias/semanal),Nivel_Experiencia,Indice_De_Masa_Corporal
57,Male,"95,9","1,86",168,146,74,"1,1","1055,1",Cardio,331381496366962000%,"2,2",3,2,"27,7"
57,Female,"52,1","1,63",183,134,73,"1,2","861,8",Yoga,204325431122842000%,"1,99",4,2,"19,6"
57,Female,"82,1","1,69",188,155,63,"1,16","1115,5",Cardio,2935145230142220000%,"3,39",4,2,"28,7"
57,Male,"96,0","1,74",199,144,54,"1,22","877,7",Yoga,31823189756985200%,"2,8",3,2,"31,7"
57,Female,"75,6","1,64",161,131,60,"0,69","683,1",Strength,304368122415609000%,"2,3",3,1,"28,1"
57,Male,"76,4","1,86",173,141,55,"1,14","1097,1",Cardio,2653904189752160000%,"2,78",4,2,"22,1"
57,Male,"78,9","1,62",185,149,52,"1,01","967,2",Cardio,303583349811079000%,2,4,2,"30,1"
57,Male,"45,7","1,76",165,129,60,"1,45","1917,2",HIIT,1645972821762090000%,"1,68",3,2,"14,7"
57,Female,"83,7","1,65",172,166,67,"1,58","1230,5",Yoga,300620745297753000%,"3,53",4,3,"30,8"
57,Male,"56,2","1,99",170,126,70,"1,14","1095,3",Cardio,1468619506476920000%,"2,99",3,2,"14,2"
57,Male,"127,0","1,64",161,133,73,"0,96","633,6",Yoga,3500%,"2,08",2,1,"47,2"
57,Female,"75,4","1,67",186,153,65,"1,05","756,6",Yoga,2828915807298160000%,"1,78",3,2,"27,0"
57,Male,"81,1","1,86",162,145,70,"1,8","2102,8",Strength,218530148169292000%,"3,52",5,3,"23,4"
57,Male,"45,7","1,76",165,130,60,"1,43","1541,8",Strength,2013037404527910000%,"1,73",3,2,"14,8"
57,Male,"83,9","1,65",172,166,67,"1,57","1627,8",Cardio,2894039453284480000%,"3,51",4,3,"30,8"
57,Female,"56,2","1,99",170,126,70,"1,12","1479,6",HIIT,170516022785289000%,3,3,2,"14,2"
57,Male,"81,9","1,69",188,155,63,"1,14","1504,8",HIIT,3033168263198840000%,"3,4",4,2,"28,7"
57,Female,"96,2","1,74",199,143,54,"1,21","871,9",Yoga,313049555686584000%,"2,82",3,2,"31,8"
57,Male,"64,2","1,56",177,144,73,"1,53","1193,4",Yoga,274549731849541000%,"2,69",5,3,"26,4"
57,Female,"85,7","1,69",189,133,50,"1,76","2511,0",HIIT,280006895221682000%,"3,48",5,3,"30,0"
57,Female,"122,8","1,89",165,134,58,"1,11","1099,9",Strength,3369857204713210000%,"3,61",3,1,"34,4"
57,Male,"43,9","1,75",179,160,73,"1,39","1218,8",Cardio,1774665462396500000%,"1,71",2,1,"14,3"
57,Male,"81,9","1,86",162,145,70,"1,8","2106,0",Strength,237330457397182000%,"3,52",5,3,"23,7"
57,Female,"76,9","1,86",173,141,55,"1,15","827,3",Yoga,2943941070880870000%,"2,8",4,2,"22,2"
57,Male,"97,1","1,86",168,146,74,"1,09","1045,5",Cardio,2960984188127650000%,"2,19",3,2,"28,1"
57,Male,"51,4","1,63",183,133,73,"1,21","869,8",Yoga,206660818777893000%,"2,02",4,2,"19,4"
57,Female,"55,7","1,99",170,126,70,"1,13","814,3",Yoga,154021706334627000%,3,3,2,"14,1"
57,Female,"123,1","1,89",165,134,58,"1,13","1118,7",Strength,3500%,"3,58",3,1,"34,5"
57,Female,"111,7","1,61",195,165,61,"1,24","1192,4",Cardio,3500%,"2,7",3,2,"43,1"
57,Female,"51,2","1,63",184,134,73,"1,21","1597,2",HIIT,2212269595129400000%,2,4,2,"19,3"
57,Female,"83,3","1,65",172,165,67,"1,56","2229,1",HIIT,290062285244302000%,"3,5",4,3,"30,6"
57,Male,"82,9","1,69",188,155,63,"1,15","828,7",Yoga,276564465745700%,"3,38",4,2,"29,0"
57,Male,"55,4","1,99",170,126,70,"1,14","1501,0",HIIT,184178208765058000%,"2,99",3,2,"14,0"
57,Male,"64,7","1,52",170,129,52,"1,73","1797,8",Cardio,2651308261015500000%,"2,72",5,3,"28,0"
57,Female,"62,5","1,52",168,143,51,"0,92","809,6",Cardio,284473244586105000%,"2,61",3,1,"27,0"
57,Female,"61,1","1,52",196,157,66,"1,3","1245,9",Cardio,253549276691010000%,"1,82",3,2,"26,4"
57,Male,"96,9","1,74",199,145,54,"1,22","1171,2",Cardio,348204597962366000%,"2,81",3,2,"32,0"
57,Male,"62,3","1,52",168,143,51,"0,93","1123,3",HIIT,2830927042301450000%,"2,61",3,1,"27,0"
57,Male,"82,9","1,69",188,154,63,"1,15","1104,0",Cardio,292428476678822000%,"3,4",4,2,"29,0"
57,Female,"64,4","1,56",177,144,73,"1,53","1790,1",Strength,280290336806802000%,"2,71",5,3,"26,5"
57,Female,"45,6","1,76",165,130,60,"1,45","1044,0",Yoga,186516471501587000%,"1,69",3,2,"14,7"
57,Female,"82,6","1,65",172,166,67,"1,58","1643,2",Cardio,298897740431856000%,"3,51",4,3,"30,3"
57,Female,"126,8","1,63",161,133,73,"0,97","1176,9",HIIT,3500%,"2,11",2,1,"47,7"
57,Female,"64,6","1,56",177,144,73,"1,51","1572,8",Cardio,2823476918373170000%,"2,7",5,3,"26,5"
57,Male,"75,6","1,66",186,153,65,"1,06","1399,2",HIIT,3066091038696280000%,"1,8",3,2,"27,4"
57,Female,"112,5","1,61",195,165,61,"1,24","1340,3",Strength,3500%,"2,72",3,2,"43,4"
57,Female,"62,1","1,52",168,143,51,"0,92","607,8",Yoga,312804544427094000%,"2,61",3,1,"26,9"
57,Male,"76,0","1,62",161,131,60,"0,69","683,1",Strength,304710618241246000%,"2,29",3,1,"29,0"
57,Female,"51,3","1,63",183,134,73,"1,18","1276,5",Strength,232695503176540000%,"2,02",4,2,"19,3"
57,Male,"62,0","1,52",168,143,51,"0,92","809,6",Cardio,3105594989163670000%,"2,6",3,1,"26,9"
57,Male,"50,9","1,63",183,135,73,"1,2","1296,0",Strength,2329615222487770000%,2,4,2,"19,2"
57,Male,"83,3","1,65",172,167,67,"1,56","1214,9",Yoga,2866169280284950000%,"3,52",4,3,"30,6"
57,Male,"121,1","1,89",165,134,58,"1,14","1380,7",HIIT,3308174057254300%,"3,59",3,1,"33,9"
57,Male,"44,2","1,75",180,160,73,"1,39","1377,4",Strength,2106214095830820000%,"1,7",2,1,"14,4"
57,Male,"45,7","1,76",165,130,60,"1,44","1381,3",Cardio,197771537064515000%,"1,69",3,2,"14,8"
57,Male,"51,3","1,63",183,134,73,"1,2","864,0",Yoga,2097841076819540000%,"1,99",4,2,"19,3"
57,Female,"51,7","1,63",183,134,73,"1,19","1569,5",HIIT,214183452692717000%,2,4,2,"19,5"
57,Male,"63,6","1,52",170,129,52,"1,73","1349,4",Yoga,28577227166546600%,"2,72",5,3,"27,5"
57,Male,"81,7","1,86",162,145,70,"1,81","2117,7",Strength,235976179118838000%,"3,48",5,3,"23,6"
57,Male,"44,7","1,76",165,130,60,"1,44","1038,5",Yoga,1585776362348220000%,"1,69",3,2,"14,4"
57,Female,"64,0","1,52",170,129,52,"1,73","2022,5",Strength,255257126930594000%,"2,7",5,3,"27,7"
57,Male,"76,1","1,67",186,153,65,"1,04","1372,8",HIIT,2798457767876240000%,"1,78",3,2,"27,3"
57,Female,"78,6","1,62",185,149,52,"1,01","727,2",Yoga,3086003354676680000%,"2,01",4,2,"29,9"
57,Female,"127,2","1,63",161,133,73,"0,97","961,2",Strength,3500%,"2,09",2,1,"47,9"
57,Female,"51,4","1,63",183,134,73,"1,2","1581,4",HIIT,22078576068898800%,"1,99",4,2,"19,4"
57,Male,"62,0","1,52",168,143,51,"0,9","893,4",Strength,2614766210447750000%,"2,6",3,1,"26,8"
57,Male,"55,9","1,99",170,126,70,"1,12","805,7",Yoga,1646190997814600000%,3,3,2,"14,1"
57,Female,"45,3","1,76",165,130,60,"1,44","1902,4",HIIT,1855694411740220000%,"1,68",3,2,"14,6"
57,Male,"69,7","1,56",168,138,68,"1,45","1915,6",HIIT,26366150548916700%,"1,59",4,2,"28,6"
57,Female,"56,3","1,99",171,126,70,"1,13","1081,2",Cardio,1739966405812410000%,"3,01",3,2,"14,2"
57,Female,"75,4","1,63",161,131,60,"0,69","836,4",HIIT,289988293507049000%,"2,32",3,1,"28,4"
57,Female,"96,2","1,74",199,144,54,"1,21","871,9",Yoga,319143831409291000%,"2,8",3,2,"31,8"
57,Female,"82,2","1,86",162,145,70,"1,81","2590,3",HIIT,263395445318166000%,"3,52",5,3,"23,8"
57,Male,"43,6","1,75",180,160,73,"1,38","910,0",Yoga,1608586072006650000%,"1,7",2,1,"14,3"
57,Male,"121,7","1,89",165,134,58,"1,13","1367,3",HIIT,3143986839129990000%,"3,6",3,1,"34,1"
57,Female,"76,4","1,86",174,140,55,"1,13","1492,8",HIIT,2369980735806810000%,"2,79",4,2,"22,1"
57,Male,"113,1","1,61",195,165,61,"1,24","893,5",Yoga,3500%,"2,71",3,2,"43,6"
57,Female,"68,1","1,56",168,139,68,"1,45","1566,0",Strength,278686003640724000%,"1,62",4,2,"28,0"
57,Female,"76,4","1,86",173,141,55,"1,15","1241,0",Strength,241685055489106000%,"2,8",4,2,"22,1"
57,Female,"68,9","1,55",168,138,68,"1,45","1044,9",Yoga,292374706103776000%,"1,61",4,2,"28,7"
57,Female,"51,5","1,63",183,134,73,"1,2","1582,7",HIIT,2081254847344920000%,2,4,2,"19,4"
57,Male,"56,0","1,99",170,126,70,"1,13","1084,8",Cardio,214143816462660000%,3,3,2,"14,1"
57,Female,"65,0","1,56",177,144,73,"1,53","2189,6",HIIT,262779817941359000%,"2,7",5,3,"26,7"
57,Female,"56,3","1,99",170,127,70,"1,13","1086,6",Cardio,1765403931967370000%,3,3,2,"14,2"
57,Female,"64,2","1,52",171,129,52,"1,74","1356,2",Yoga,269587346611785000%,"2,69",5,3,"27,8"
57,Male,"126,3","1,62",161,133,73,"0,97","640,8",Yoga,3500%,"2,1",2,1,"48,1"
57,Female,"75,8","1,67",185,153,65,"1,05","1386,0",HIIT,263375958870659000%,"1,8",3,2,"27,2"
57,Female,"45,6","1,76",165,130,60,"1,45","1564,7",Strength,158185576654035000%,"1,68",3,2,"14,7"
57,Female,"61,5","1,52",168,143,51,"0,91","799,3",Cardio,27192457704960500%,"2,61",3,1,"26,6"
57,Male,"126,1","1,63",161,133,73,"0,97","1174,8",HIIT,3500%,"2,11",2,1,"47,5"
57,Female,"51,6","1,63",183,135,73,"1,2","1152,0",Cardio,2255392481729120000%,"2,01",4,2,"19,4"
57,Male,"75,9","1,86",173,141,55,"1,13","1490,4",HIIT,196501351312992000%,"2,82",4,2,"22,0"
57,Female,"121,7","1,89",165,135,58,"1,13","1369,8",HIIT,3500%,"3,61",3,1,"34,1"
57,Male,"126,5","1,63",161,133,73,"0,96","1161,6",HIIT,3500%,"2,12",2,1,"47,6"
57,Female,"51,7","1,63",183,134,73,"1,2","1298,2",Strength,2394026613435140000%,"1,99",4,2,"19,4"
57,Female,"75,4","1,63",161,132,60,"0,69","606,7",Cardio,268337500539823000%,"2,3",3,1,"28,4"
57,Female,"55,9","1,99",170,126,70,"1,13","812,2",Yoga,1816346479821610000%,"2,99",3,2,"14,1"
57,Male,"65,1","1,56",177,144,73,"1,53","2181,2",HIIT,2807308643473830000%,"2,7",5,3,"26,7"
57,Female,"63,8","1,52",170,128,52,"1,73","2468,2",HIIT,290558568288882000%,"2,71",5,3,"27,6"
57,Male,"77,1","1,86",173,141,55,"1,14","818,8",Yoga,2531367802444270000%,"2,8",4,2,"22,3"
57,Female,"96,5","1,86",168,146,74,"1,1","1057,8",Cardio,262524941522951000%,"2,2",3,2,"27,9"
57,Female,"76,0","1,62",161,130,60,"0,68","675,0",Strength,317455018639338000%,"2,29",3,1,"29,0"
57,Female,"78,2","1,62",185,149,52,1,"1318,9",HIIT,2973778658474630000%,"1,99",4,2,"29,8"
57,Male,"96,9","1,86",168,146,74,"1,11","799,9",Yoga,3026150705773110000%,"2,21",3,2,"28,0"
57,Male,"97,5","1,86",168,146,74,"1,1","1053,4",Cardio,2911033147412890000%,"2,21",3,2,"28,2"
57,Female,"81,9","1,86",162,145,70,"1,8","1872,0",Cardio,260533656188647000%,"3,49",5,3,"23,7"
57,Male,"52,8","1,57",169,151,67,"1,04","996,7",Cardio,229422927314586000%,"2,59",3,2,"21,4"
57,Male,"75,4","1,67",186,153,65,"1,05","1389,5",HIIT,3141154961865270000%,"1,8",3,2,"27,0"
57,Male,"81,9","1,86",162,144,70,"1,8","2576,0",HIIT,229793736836442000%,"3,51",5,3,"23,7"
57,Female,"51,6","1,64",183,134,73,"1,2","1294,9",Strength,2136906222141300000%,"1,98",4,2,"19,2"
57,Male,"62,3","1,52",168,143,51,"0,92","810,3",Cardio,276412555396103000%,"2,6",3,1,"27,0"
57,Male,"85,5","1,69",189,133,50,"1,75","2502,5",HIIT,2616830175000550000%,"3,49",5,3,"29,9"
57,Female,"51,5","1,63",183,134,73,"1,2","861,8",Yoga,2444822262219540000%,2,4,2,"19,4"
57,Female,"121,9","1,88",165,134,58,"1,13","745,8",Yoga,346758840828873000%,"3,6",3,1,"34,5"
57,Male,"122,3","1,89",165,134,58,"1,13","746,5",Yoga,3500%,"3,64",3,1,"34,2"
57,Male,"95,6","1,86",168,146,74,"1,1","1057,8",Cardio,306678180464322000%,"2,2",3,2,"27,6"
57,Female,"64,4","1,56",177,143,73,"1,53","1590,0",Cardio,2446547906189190000%,"2,69",5,3,"26,5"
57,Male,"121,6","1,89",165,134,58,"1,13","1115,7",Strength,349471523133080000%,"3,6",3,1,"34,0"
57,Male,"128,1","1,63",161,133,73,"0,96","632,5",Yoga,3500%,"2,1",2,1,"48,2"
57,Female,"64,3","1,52",170,129,52,"1,73","1350,4",Yoga,2958237273660870000%,"2,7",5,3,"27,8"
57,Male,"68,5","1,56",168,138,68,"1,44","1381,3",Cardio,285388501343466000%,"1,6",4,2,"28,1"
57,Female,"55,8","1,99",170,126,70,"1,13","813,6",Yoga,1203618799183920000%,"2,99",3,2,"14,1"
57,Male,"68,7","1,56",168,138,68,"1,45","1392,0",Cardio,2661517369617420000%,"1,6",4,2,"28,2"
57,Male,"64,8","1,56",177,144,73,"1,52","1577,2",Cardio,263154005516920000%,"2,7",5,3,"26,6"
57,Female,"75,9","1,63",161,131,60,"0,68","448,8",Yoga,2841396967118080000%,"2,29",3,1,"28,6"
57,Male,"96,2","1,74",199,144,54,"1,22","1614,4",HIIT,3277961129339440000%,"2,81",3,2,"31,8"
57,Male,"96,1","1,74",199,144,54,"1,22","1609,1",HIIT,3500%,"2,8",3,2,"31,7"
57,Male,"76,5","1,63",161,131,60,"0,69","834,9",HIIT,306937416399870000%,"2,3",3,1,"28,8"
57,Female,"96,3","1,74",199,144,54,"1,22","1172,2",Cardio,296760183991758000%,"2,81",3,2,"31,8"
57,Female,"82,0","1,86",162,144,70,"1,79","1861,6",Cardio,225753905857048000%,"3,51",5,3,"23,7"
57,Female,"85,8","1,69",189,133,50,"1,76","2059,2",Strength,3140566417003490000%,"3,5",5,3,"30,0"
57,Female,"80,8","1,86",162,145,70,"1,81","1410,7",Yoga,233887862001748000%,"3,52",5,3,"23,4"
57,Male,"95,6","1,74",199,144,54,"1,21","1309,0",Strength,321708182900606000%,"2,8",3,2,"31,6"
57,Female,"96,1","1,74",199,144,54,"1,21","872,7",Yoga,313166264741064000%,"2,81",3,2,"31,7"
57,Male,"86,1","1,68",189,132,50,"1,75","2050,7",Strength,3126150048475490000%,"3,48",5,3,"30,5"
57,Female,"51,0","1,63",183,134,73,"1,2","1148,2",Cardio,1969890796189780000%,"1,98",4,2,"19,2"
57,Male,"68,2","1,56",168,138,68,"1,46","1925,6",HIIT,285794452330583000%,"1,59",4,2,"28,0"
57,Female,"51,3","1,57",169,151,67,"1,05","756,0",Yoga,231872513133976000%,"2,6",3,2,"20,8"
57,Female,"83,2","1,65",172,166,67,"1,57","1635,3",Cardio,323352796886542000%,"3,49",4,3,"30,6"
57,Male,"51,6","1,57",169,151,67,"1,04","1121,3",Strength,2174467305907940000%,"2,59",3,2,"20,9"
57,Female,"51,5","1,63",183,134,73,"1,19","1288,4",Strength,2336645340429560000%,2,4,2,"19,4"
57,Male,"79,0","1,63",185,148,52,1,"959,2",Cardio,335184190578947000%,"1,99",4,2,"29,8"
57,Male,"96,0","1,74",199,144,54,"1,21","1595,9",HIIT,274703959378722000%,"2,81",3,2,"31,7"
57,Male,"64,6","1,56",177,144,73,"1,52","1184,7",Yoga,313097237448008000%,"2,7",5,3,"26,5"
57,Female,"51,3","1,63",183,135,73,"1,21","871,9",Yoga,1706460670798890000%,"1,99",4,2,"19,3"
57,Female,"82,0","1,69",188,155,63,"1,15","827,3",Yoga,2940047848054390000%,"3,38",4,2,"28,7"
57,Male,"43,8","1,74",180,160,73,"1,39","1223,2",Cardio,1605032194594740000%,"1,7",2,1,"14,5"
57,Male,"82,2","1,69",188,155,63,"1,15","1241,0",Strength,2686872936418970000%,"3,42",4,2,"28,8"
57,Female,"64,1","1,56",177,144,73,"1,53","2187,9",HIIT,263410470262791000%,"2,69",5,3,"26,3"
57,Male,"43,5","1,75",180,160,73,"1,38","1368,7",Strength,171553179919179000%,"1,7",2,1,"14,2"
57,Male,"52,0","1,57",169,151,67,"1,05","1134,0",Strength,2108996495995300000%,"2,62",3,2,"21,1"
57,Female,"64,7","1,56",177,144,73,"1,52","1777,0",Strength,2501187637729850000%,"2,7",5,3,"26,6"
57,Male,"61,1","1,52",168,143,51,"0,91","800,8",Cardio,233184099303946000%,"2,62",3,1,"26,5"
57,Male,"62,0","1,52",168,143,51,"0,91","1100,1",HIIT,296558520569908000%,"2,6",3,1,"26,8"
57,Female,"97,0","1,86",168,146,74,"1,1","1056,9",Cardio,2610652499602830000%,"2,21",3,2,"28,1"
57,Male,"82,9","1,69",188,155,63,"1,14","1097,1",Cardio,2823488813065270000%,"3,41",4,2,"29,0"
57,Male,"113,0","1,61",195,165,61,"1,24","1640,9",HIIT,3500%,"2,71",3,2,"43,6"
57,Male,"64,5","1,52",170,129,52,"1,74","1806,8",Cardio,2430286195887570000%,"2,69",5,3,"27,9"
57,Female,"60,2","1,53",196,157,66,"1,32","1739,5",HIIT,259254323172280000%,"1,81",3,2,"25,7"
57,Male,"44,2","1,75",181,160,73,"1,39","918,2",Yoga,1746349805891020000%,"1,69",2,1,"14,4"
57,Male,"85,6","1,69",189,133,50,"1,76","1373,9",Yoga,316079373217614000%,"3,49",5,3,"30,0"
57,Female,"46,4","1,76",165,130,60,"1,42","1362,1",Cardio,20485148890667900%,"1,68",3,2,"15,0"
57,Female,"83,6","1,64",172,165,67,"1,56","1217,7",Yoga,290865751074738000%,"3,49",4,3,"31,1"
57,Male,"85,2","1,69",189,133,50,"1,76","2056,0",Strength,3161502106087380000%,"3,49",5,3,"29,8"
57,Male,"82,5","1,69",188,155,63,"1,15","827,3",Yoga,2810189235325850000%,"3,41",4,2,"28,9"
57,Female,"126,5","1,63",161,133,73,"0,96","846,3",Cardio,3500%,"2,12",2,1,"47,6"
57,Male,"50,4","1,63",183,134,73,"1,2","864,0",Yoga,1865368759531320000%,"2,01",4,2,"19,0"
57,Male,"61,3","1,52",168,143,51,"0,91","1103,1",HIIT,261031218887520000%,"2,6",3,1,"26,6"
57,Male,"126,5","1,63",161,133,73,"0,97","959,4",Strength,3500%,"2,13",2,1,"47,6"
57,Female,"81,0","1,86",162,145,70,"1,78","2551,3",HIIT,2334312740245430000%,"3,5",5,3,"23,4"
57,Male,"96,4","1,74",199,144,54,"1,22","878,4",Yoga,3231539521396650000%,"2,79",3,2,"31,9"
57,Male,"60,8","1,52",196,157,66,"1,31","1256,6",Cardio,250558990818491000%,"1,81",3,2,"26,3"
57,Male,"63,7","1,52",170,129,52,"1,73","1349,4",Yoga,2189685403976590000%,"2,7",5,3,"27,6"
57,Female,"76,6","1,86",173,141,55,"1,15","1104,0",Cardio,2344910258550550000%,"2,81",4,2,"22,1"
57,Male,"50,8","1,63",183,134,73,"1,2","1586,6",HIIT,204960503018818000%,2,4,2,"19,1"
57,Female,"112,0","1,61",195,165,61,"1,23","882,7",Yoga,3500%,"2,69",3,2,"43,2"
57,Male,"127,0","1,63",161,133,73,"0,96","844,0",Cardio,3500%,"2,1",2,1,"47,8"
57,Male,"64,0","1,56",177,144,73,"1,52","1186,5",Yoga,2845253590108930000%,"2,7",5,3,"26,3"
57,Male,"111,9","1,61",195,165,61,"1,22","879,9",Yoga,3500%,"2,71",3,2,"43,2"
57,Female,"64,3","1,56",177,144,73,"1,53","1792,9",Strength,2523898475503160000%,"2,7",5,3,"26,4"
57,Male,"68,4","1,56",168,138,68,"1,45","1568,6",Strength,3166747023680960000%,"1,61",4,2,"28,1"
57,Female,"46,1","1,76",165,130,60,"1,45","1563,4",Strength,1892371050237810000%,"1,7",3,2,"14,9"
57,Male,"60,7","1,52",196,156,66,"1,29","1393,2",Strength,2583895034929210000%,"1,82",3,2,"26,3"
57,Male,"96,7","1,86",168,146,74,"1,11","799,2",Yoga,2974655100372050000%,"2,19",3,2,"28,0"
57,Female,"61,2","1,52",196,157,66,"1,31","1259,7",Cardio,275701693941417000%,"1,82",3,2,"26,5"
57,Male,"122,0","1,89",165,134,58,"1,14","1005,9",Cardio,3392370851768220000%,"3,59",3,1,"34,1"
57,Female,"96,1","1,86",168,145,74,"1,1","1189,0",Strength,257998748769154000%,"2,19",3,2,"27,8"
57,Male,"78,8","1,62",185,149,52,"1,01","968,8",Cardio,328190811559077000%,"1,99",4,2,"30,0"
57,Male,"85,5","1,69",189,133,50,"1,76","1372,8",Yoga,286632052250325000%,"3,53",5,3,"29,9"
57,Female,"84,0","1,65",172,166,67,"1,57","1226,5",Yoga,2959511041068480000%,"3,52",4,3,"30,9"
57,Female,"64,0","1,52",170,129,52,"1,73","1350,4",Yoga,2714869986024160000%,"2,69",5,3,"27,7"
57,Female,"68,9","1,56",168,138,68,"1,46","1574,2",Strength,308568791309207000%,"1,61",4,2,"28,3"
57,Female,"81,8","1,86",162,145,70,"1,8","2106,0",Strength,232217737409743000%,"3,5",5,3,"23,7"
57,Female,"75,9","1,86",173,141,55,"1,14","1092,6",Cardio,232038577058662000%,"2,8",4,2,"21,9"
57,Male,"60,4","1,52",196,157,66,"1,31","1256,6",Cardio,257262089455987000%,"1,79",3,2,"26,2"
57,Male,"82,2","1,69",188,155,63,"1,15","1519,3",HIIT,298951944634979000%,"3,4",4,2,"28,8"
57,Female,"63,8","1,52",170,129,52,"1,74","1356,2",Yoga,302860434503127000%,"2,7",5,3,"27,6"
57,Male,"75,3","1,67",186,153,65,"1,05","1383,7",HIIT,269562461025766000%,"1,82",3,2,"27,0"
57,Male,"49,7","1,67",191,125,72,"1,37","1809,9",HIIT,2380044074875620000%,"2,29",4,2,"17,8"
57,Male,"76,0","1,63",160,131,60,"0,68","598,9",Cardio,304728700622086000%,"2,29",3,1,"28,6"
57,Female,"75,8","1,63",161,131,60,"0,69","455,4",Yoga,303627998524995000%,"2,32",3,1,"28,5"
57,Male,"61,5","1,52",168,143,51,"0,9","890,2",Strength,2733879448830560000%,"2,58",3,1,"26,6"
57,Male,"122,5","1,89",165,134,58,"1,13","745,1",Yoga,31074141687802200%,"3,6",3,1,"34,3"
57,Male,"75,8","1,67",186,153,65,"1,05","1007,2",Cardio,253565247036593000%,"1,79",3,2,"27,2"
57,Female,"95,9","1,86",168,146,74,"1,1","1450,8",HIIT,263941204628302000%,"2,2",3,2,"27,7"
57,Male,"83,0","1,69",188,156,63,"1,16","1113,6",Cardio,31396690558145500%,"3,4",4,2,"29,1"
57,Male,"112,5","1,61",195,165,61,"1,24","1339,2",Strength,3500%,"2,7",3,2,"43,4"
57,Male,"108,9","1,91",198,156,56,"1,5","1983,3",HIIT,286454229117742000%,"2,19",3,2,"29,8"
57,Female,"79,3","1,62",185,149,52,"1,01","1335,4",HIIT,322960180973717000%,"1,99",4,2,"30,2"
57,Female,"74,6","1,68",172,159,60,"1,03","1358,5",HIIT,263125833056755000%,"2,01",4,2,"26,4"
57,Male,"68,7","1,56",168,138,68,"1,46","1402,8",Cardio,2567852775137070000%,"1,59",4,2,"28,3"
57,Male,"96,0","1,74",199,144,54,"1,23","1330,6",Strength,3003638642181450000%,"2,81",3,2,"31,7"
57,Female,"82,0","1,86",162,145,70,"1,81","2117,7",Strength,2261375045853220000%,"3,5",5,3,"23,7"
57,Male,"51,4","1,63",183,134,73,"1,18","1560,2",HIIT,2286467890512590000%,"2,01",4,2,"19,4"
57,Female,"79,2","1,62",185,149,52,1,"718,8",Yoga,2792170977402470000%,"1,99",4,2,"30,2"
57,Male,"64,6","1,56",177,144,73,"1,52","2170,3",HIIT,294413649908322000%,"2,7",5,3,"26,5"
57,Male,"64,2","1,52",170,129,52,"1,72","1343,7",Yoga,261459277608738000%,"2,69",5,3,"27,8"
57,Male,"62,4","1,52",167,144,51,"0,92","608,3",Yoga,312030202274431000%,"2,61",3,1,"27,0"
57,Male,"96,3","1,74",199,144,54,"1,21","1159,7",Cardio,302420982499879000%,"2,82",3,2,"31,8"
57,Female,"60,2","1,52",196,157,66,"1,31","1729,2",HIIT,2938218964058930000%,"1,8",3,2,"26,1"
57,Female,"103,6","1,66",172,168,61,"1,31","865,4",Yoga,3500%,"3,11",3,1,"37,6"
57,Female,"76,2","1,67",186,153,65,"1,06","1400,4",HIIT,274466718705013000%,"1,79",3,2,"27,3"
57,Female,"62,2","1,52",168,143,51,"0,94","618,1",Yoga,264738054583025000%,"2,6",3,1,"26,9"
57,Female,"126,6","1,63",161,133,73,"0,95","835,2",Cardio,3500%,"2,09",2,1,"47,6"
57,Male,"81,2","1,86",162,145,70,"1,8","1872,0",Cardio,2120825258033070000%,"3,5",5,3,"23,5"
57,Male,"61,7","1,52",168,143,51,"0,91","802,3",Cardio,2577609107770870000%,"2,63",3,1,"26,7"
57,Male,"90,1","1,72",199,150,55,"0,9","1090,0",HIIT,3500%,"2,09",2,1,"30,5"
57,Female,"46,1","1,76",165,130,60,"1,44","1553,9",Strength,20557232401674200%,"1,69",3,2,"14,9"
57,Male,"62,9","1,78",176,154,73,"1,57","1627,8",Cardio,251995465584273000%,"2,68",4,3,"19,8"
57,Female,"112,7","1,61",195,165,61,"1,23","886,3",Yoga,3500%,"2,7",3,2,"43,5"
57,Male,"76,0","1,63",161,131,60,"0,69","684,3",Strength,335416036266354000%,"2,31",3,1,"28,6"
58,Male,"68,6","1,56",168,138,68,"1,45","1392,0",Cardio,270523372121925000%,"1,6",4,2,"28,2"
58,Male,"64,1","1,52",170,130,52,"1,73","2027,2",Strength,262312927121216000%,"2,69",5,3,"27,7"
58,Female,"111,9","1,61",195,165,61,"1,26","1664,6",HIIT,3500%,"2,71",3,2,"43,2"
58,Female,"60,6","1,52",196,157,66,"1,31","941,6",Yoga,263460493520109000%,"1,8",3,2,"26,2"
58,Female,"43,5","1,75",180,160,73,"1,4","1386,0",Strength,182904262226604000%,"1,7",2,1,"14,2"
58,Male,"58,7","1,65",172,161,60,"1,21","1197,9",Strength,2586736920623870000%,"2,88",2,1,"21,6"
58,Female,"112,0","1,61",195,165,61,"1,25","1650,0",HIIT,3500%,"2,7",3,2,"43,2"
58,Female,"108,3","1,91",198,156,56,"1,48","1066,5",Yoga,3057432455933040000%,"2,21",3,2,"29,7"
58,Male,"58,4","1,66",172,161,60,"1,2","1188,0",Strength,277927889866668000%,"2,91",2,1,"21,2"
58,Female,"59,6","1,66",172,161,60,"1,21","1195,7",Strength,1971038157295140000%,"2,91",2,1,"21,6"
